request_id,created_at,resolved_at,channel,requester_role,requester_alias,department,product_area,environment,priority,request_type,business_impact,description,steps_taken,resolution_notes,resolution_time_hours,escalated,csat_score,tags,kb_article_helpful,predicted_category,predicted_urgency,recommended_team,suggested_action
REQ-VLKDNON4,2025-10-18 08:25,2025-10-19 02:38,Teams,Admin,UserD,HR,Integrations,Production,High,Access Request,Major,Users can't log in via SSO; seeing 'Invalid audience' error. Only affects a subset of users. Customer is escalating due to audit deadline.,Reviewed role mappings; Reset MFA for affected user,Root cause: Role mapping error. Fixed role mapping and re-provisioned affected users. Performed post-incident review and added monitoring alert.,18.22,1,4.0,release;training,0,Access Issue,Critical,IT Support,Reset MFA and verify IdP logs.
REQ-1GM25LEN,2025-10-18 09:45,2025-10-21 13:07,Teams,Director,UserD,Training,Talent Acquisition,UAT,Medium,How-to,Moderate,Dashboard shows zeros for yesterday; data seems delayed. Only affects a subset of users. Happening since last release. User needs guidance on correct workflow.,Compared metric definitions; Reproduced report with same filters,Root cause: Stale data cache. Granted missing permissions and refreshed cached aggregates.,75.37,0,,data-quality;ui,0,Data Integrity,Medium,Engineering - Data,Review KB articles and escalate if needed.
REQ-0307HDHJ,2025-10-18 11:07,2025-10-20 13:57,Email,Director,UserA,Operations,Time & Attendance,Production,Medium,Data Issue,Moderate,Unable to add new users; error says seat limit reached. Repro steps available on request. Customer is escalating due to audit deadline. Please verify data integrity and mappings.,Verified seat count; Reviewed contract SKU list,Root cause: Seat limit exceeded. Corrected SKU assignment and refreshed entitlements.,50.84,0,4.0,integration;reporting,0,Software/Bug,Critical,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-WUHYWM7S,2025-10-18 14:11,2025-10-19 13:10,Teams,Analyst,UserC,Recruiting,Integrations,Production,Medium,Bug,Minor,Page jumps to top after editing a row in the grid. Customer is escalating due to audit deadline. Happening since last release. Reproducible with standard test account.,Tested in Chrome/Edge; Captured console errors,Root cause: Broken validation. Fixed regression and added test coverage for the workflow.,22.99,0,,security;training,0,Software/Bug,Critical,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-LU8WPFQ2,2025-10-19 08:15,2025-10-19 18:00,Form,Coordinator,UserB,IT,Time & Attendance,UAT,Critical,Bug,Severe,Search is extremely slow; UI freezes during loading. Observed in UAT. Only affects a subset of users. Reproducible with standard test account.,Checked DB slow queries; Validated cache hit rates,Root cause: Rate limiting. Optimized query plan and increased cache TTL for hot paths. Performed post-incident review and added monitoring alert.,9.75,0,,data-quality;reporting,1,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-WFCPKJCS,2025-10-19 12:12,2025-10-20 14:16,Slack,Director,UserF,Finance,Time & Attendance,Production,Medium,Bug,Minor,Submit button is disabled even after all required fields are filled. Only affects a subset of users. Department: Finance. Reproducible with standard test account.,Verified feature flags; Tried hard refresh,Root cause: Localization string overflow. Resolved CSS overflow issue; modal now renders correctly.,26.07,0,5.0,integration;reporting,0,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-BCW790PD,2025-10-19 14:55,2025-10-24 17:03,Teams,Director,UserD,Operations,Onboarding,Production,Low,Data Issue,Minor,Feature is grayed out but contract includes it; entitlement mismatch. Observed in Production. Customer is escalating due to audit deadline. Please verify data integrity and mappings.,Confirmed billing contacts; Verified seat count,Root cause: Seat limit exceeded. Processed invoice correction request and notified billing.,122.15,0,5.0,data-quality;integration,0,Data Integrity,Critical,Engineering - Data,Review KB articles and escalate if needed.
REQ-D0GJYV5G,2025-10-19 15:58,2025-10-20 12:02,Slack,Manager,UserC,Recruiting,Talent Acquisition,Production,Medium,Data Issue,Minor,Partial import: only 60% of rows loaded; no clear error. Repro steps available on request. Customer is escalating due to audit deadline. Please verify data integrity and mappings.,Tried UTF-8 re-export; Re-ran import with dry-run,Root cause: Encoding issue. Removed duplicate keys and reprocessed import batch.,20.07,0,5.0,data-quality;payroll,0,Software/Bug,Critical,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-51NSGZSR,2025-10-20 13:15,2025-10-22 09:41,Form,Director,UserA,HR,Core Platform,Production,Low,How-to,Major,Exported report is missing columns and the totals look off. Repro steps available on request. Customer is escalating due to audit deadline. User needs guidance on correct workflow.,Validated ETL job completion; Reproduced report with same filters,Root cause: Wrong filters. Granted missing permissions and refreshed cached aggregates.,44.44,0,5.0,release;ui,0,How-to/Guidance,Critical,Customer Success,Review KB articles and escalate if needed.
REQ-P9S8GK0E,2025-10-20 16:14,2025-10-22 03:51,Slack,Admin,UserC,Operations,Talent Acquisition,Production,Low,Data Issue,Major,CSV import fails with validation errors for date fields. Department: Operations. Customer is escalating due to audit deadline. Please verify data integrity and mappings.,Validated CSV schema; Re-ran import with dry-run,Root cause: Encoding issue. Normalized date formats and re-imported using updated template.,35.62,0,,integration;training,1,Software/Bug,Critical,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-RTWUZKAM,2025-10-20 16:46,2025-10-21 06:05,Email,Director,UserD,Recruiting,Onboarding,UAT,Medium,Bug,Moderate,Validation error message is hidden behind the sidebar. Only affects a subset of users. Observed in UAT. Reproducible with standard test account.,Tested in Chrome/Edge; Verified feature flags,Root cause: Regression after release. Resolved CSS overflow issue; modal now renders correctly.,13.33,0,4.0,payroll;reporting,0,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-O4BUSU9F,2025-10-20 18:06,2025-10-21 21:19,Jira,Admin,UserE,Operations,Talent Acquisition,Production,High,Access Request,Moderate,Login redirects loop back to IdP; MFA prompt never completes. Repro steps available on request. Happening since last release.,Validated SCIM provisioning logs; Reset MFA for affected user,Root cause: Role mapping error. Adjusted MFA policy alignment and validated successful login. Performed post-incident review and added monitoring alert.,27.22,1,4.0,data-quality;urgent,0,Access Issue,Medium,IT Support,Reset MFA and verify IdP logs.
REQ-O7VBGR8W,2025-10-21 08:56,2025-10-22 08:50,Form,Manager,UserB,Recruiting,Onboarding,Production,Medium,Bug,Minor,Modal dialog overlaps footer on Chrome 121; can't click 'Save'. Happening since last release. Repro steps available on request. Reproducible with standard test account.,Tried hard refresh; Captured console errors,Root cause: Misaligned modal. Fixed regression and added test coverage for the workflow.,23.91,0,5.0,release;training,0,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-XF5GZPL1,2025-10-21 09:05,2025-10-23 13:22,Jira,Analyst,UserG,Finance,Talent Acquisition,Production,High,Integration Issue,Moderate,IP allowlist update needed; requests blocked from new vendor range. Customer is escalating due to audit deadline. Repro steps available on request. Please verify data integrity and mappings.,Reviewed webhook logs; Validated IP allowlist,Root cause: IP allowlist blocking. Increased retry backoff and corrected field mapping.,52.29,1,2.0,integration;release,1,Data Integrity,Critical,Engineering - Data,Review KB articles and escalate if needed.
REQ-9NZ61231,2025-10-21 14:43,2025-10-23 07:39,Email,Manager,UserB,IT,Integrations,Production,Medium,Data Issue,Major,Imported records have garbled characters in names/notes. Customer is escalating due to audit deadline. Happening since last release. Please verify data integrity and mappings.,Sampled failing rows; Tried UTF-8 re-export,Root cause: Partial import due to validation. Normalized date formats and re-imported using updated template.,40.95,0,4.0,data-quality;release,0,Data Integrity,Critical,Engineering - Data,Review KB articles and escalate if needed.
REQ-R5XQT4P5,2025-10-21 15:32,2025-10-24 04:39,Jira,Manager,UserE,Finance,Time & Attendance,UAT,Low,How-to,Major,Filter 'Department' returns blanks for several records. Happening since last release. Customer is escalating due to audit deadline. User needs guidance on correct workflow.,Validated ETL job completion; Checked user permissions,Root cause: Metric definition confusion. Clarified metric definition and updated report filters.,61.12,0,4.0,audit;integration,0,How-to/Guidance,Critical,Customer Success,Review KB articles and escalate if needed.
REQ-33ZSMV30,2025-10-21 15:40,2025-10-24 19:16,Slack,Admin,UserG,IT,Time & Attendance,Production,Low,Feature Request,Major,Need custom dashboard widget for compliance tracking. Happening since last release. Observed in Production. Stakeholder requests roadmap visibility.,Documented user story; Collected business impact,Root cause: Custom fields. Provided current roadmap guidance and alternative approach.,75.6,0,4.0,integration;security,0,Feature Request,Medium,Customer Success,Review KB articles and escalate if needed.
REQ-5UZNOFY6,2025-10-22 18:05,2025-10-23 10:09,Slack,Analyst,UserB,Operations,Talent Acquisition,Production,High,Bug,Major,System intermittently times out when loading candidate profiles. Only affects a subset of users. Observed in Production. Reproducible with standard test account.,Checked DB slow queries; Reviewed APM traces,Root cause: Rate limiting. Optimized query plan and increased cache TTL for hot paths. Performed post-incident review and added monitoring alert.,16.08,1,4.0,data-quality;payroll,0,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-L2LJK4Q5,2025-10-22 18:56,2025-10-23 18:30,Jira,Analyst,UserB,Recruiting,Integrations,Sandbox,Medium,How-to,Minor,Filter 'Department' returns blanks for several records. Only affects a subset of users. Observed in Sandbox. User needs guidance on correct workflow.,Compared metric definitions; Checked user permissions,Root cause: Stale data cache. Re-ran ETL and confirmed dashboard values are current.,23.57,0,3.0,integration;urgent,0,How-to/Guidance,Medium,Customer Success,Review KB articles and escalate if needed.
REQ-4CQE4LOH,2025-10-23 10:43,2025-10-25 11:01,Email,Coordinator,UserC,IT,Time & Attendance,UAT,Medium,Data Issue,Moderate,Invoice shows wrong tier; billing contact requesting correction. Department: IT. Repro steps available on request. Please verify data integrity and mappings.,Verified seat count; Checked subscription in admin console,Root cause: Seat limit exceeded. Processed invoice correction request and notified billing.,48.31,0,4.0,payroll;security,0,Billing/Invoice,Medium,Finance,Check contract SKU limit and validity.
REQ-3O55IXVA,2025-10-23 15:52,2025-10-23 20:40,Jira,Analyst,UserG,Finance,Integrations,Production,Critical,Bug,Severe,System intermittently times out when loading candidate profiles. Repro steps available on request. Observed in Production. Reproducible with standard test account.,Reviewed APM traces; Validated cache hit rates,Root cause: Large query timeouts. Rolled back offending deployment and monitored error rates. Performed post-incident review and added monitoring alert.,4.82,0,,audit;integration,0,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-R7ANQJLU,2025-10-24 08:47,2025-10-28 05:13,Teams,Analyst,UserD,HR,Time & Attendance,Production,Medium,How-to,Minor,Exported report is missing columns and the totals look off. Only affects a subset of users. Repro steps available on request. User needs guidance on correct workflow.,Validated ETL job completion; Compared metric definitions,Root cause: Time zone mismatch. Granted missing permissions and refreshed cached aggregates.,92.44,0,4.0,payroll;release,0,How-to/Guidance,Medium,Customer Success,Review KB articles and escalate if needed.
REQ-YYOV84FC,2025-10-24 10:47,2025-10-24 22:36,Slack,Admin,UserF,Finance,Onboarding,Production,High,Integration Issue,Severe,API calls to /v2/employees return 429; rate-limited unexpectedly. Repro steps available on request. Happening since last release. Please verify data integrity and mappings.,Reviewed webhook logs; Validated IP allowlist,Root cause: API token expired. Rotated token and updated webhook signing secret.,11.83,0,3.0,integration;payroll,0,Data Integrity,Medium,Engineering - Data,Review KB articles and escalate if needed.
REQ-5WVFGYW6,2025-10-24 11:21,2025-10-26 17:38,Email,Director,UserG,Training,Talent Acquisition,Production,Medium,Access Request,Moderate,Login redirects loop back to IdP; MFA prompt never completes. Only affects a subset of users. Customer is escalating due to audit deadline.,Checked IdP metadata; Reviewed role mappings,Root cause: Expired SAML cert. Adjusted MFA policy alignment and validated successful login.,54.3,0,,audit;ui,0,Access Issue,Critical,IT Support,Reset MFA and verify IdP logs.
REQ-2XG48RA4,2025-10-25 08:15,2025-10-29 00:15,Slack,Manager,UserC,Training,Core Platform,Production,Low,How-to,Minor,Filter 'Department' returns blanks for several records. Repro steps available on request. Department: Training. User needs guidance on correct workflow.,Validated ETL job completion; Checked user permissions,Root cause: Wrong filters. Clarified metric definition and updated report filters.,88.02,0,,audit;release,1,How-to/Guidance,Medium,Customer Success,Review KB articles and escalate if needed.
REQ-Z91X70FQ,2025-10-25 13:32,2025-10-26 15:50,Jira,Admin,UserG,Recruiting,Talent Acquisition,Production,High,Data Issue,Severe,CSV import fails with validation errors for date fields. Customer is escalating due to audit deadline. Happening since last release. Please verify data integrity and mappings.,Tried UTF-8 re-export; Sampled failing rows,Root cause: Encoding issue. Adjusted encoding to UTF-8 and confirmed characters render correctly.,26.31,1,3.0,payroll;urgent,1,Software/Bug,Critical,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-LYYZZ0JD,2025-10-25 14:11,2025-10-29 23:49,Jira,Admin,UserA,Finance,Core Platform,Production,Medium,How-to,Minor,Dashboard shows zeros for yesterday; data seems delayed. Observed in Production. Only affects a subset of users. User needs guidance on correct workflow.,Validated ETL job completion; Reproduced report with same filters,Root cause: Stale data cache. Re-ran ETL and confirmed dashboard values are current.,105.65,0,4.0,audit;data-quality,1,Data Integrity,Medium,Engineering - Data,Review KB articles and escalate if needed.
REQ-53UY8U11,2025-10-25 15:59,2025-10-26 18:08,Jira,Coordinator,UserC,IT,Time & Attendance,UAT,Low,Feature Request,Minor,Need export in Parquet/JSON in addition to CSV. Department: IT. Repro steps available on request. Stakeholder requests roadmap visibility.,Documented user story; Identified workaround,Root cause: Need bulk action. Provided current roadmap guidance and alternative approach.,26.16,0,4.0,payroll;ui,0,Feature Request,Medium,Customer Success,Review KB articles and escalate if needed.
REQ-HRDU4XSZ,2025-10-25 16:43,2025-10-26 10:11,Form,Analyst,UserA,Finance,Time & Attendance,Sandbox,High,Integration Issue,Major,Integration mapping changed; 'locationCode' is now null. Department: Finance. Observed in Sandbox. Please verify data integrity and mappings.,Rotated API token; Validated IP allowlist,Root cause: IP allowlist blocking. Added new IP range to allowlist and verified connectivity.,17.47,0,1.0,release;reporting,0,Data Integrity,Medium,Engineering - Data,Review KB articles and escalate if needed.
REQ-M43D8W3Z,2025-10-26 09:37,2025-10-27 12:15,Teams,Director,UserD,IT,Core Platform,Production,Medium,Access Request,Moderate,Users can't log in via SSO; seeing 'Invalid audience' error. Customer is escalating due to audit deadline. Observed in Production.,Checked IdP metadata; Reset MFA for affected user,Root cause: Expired SAML cert. Fixed role mapping and re-provisioned affected users.,26.65,0,5.0,integration;payroll,1,Access Issue,Critical,IT Support,Reset MFA and verify IdP logs.
REQ-5015OOP7,2025-10-26 10:19,2025-10-27 12:58,Form,Director,UserF,Finance,Reporting,Production,Medium,Bug,Major,Modal dialog overlaps footer on Chrome 121; can't click 'Save'. Department: Finance. Only affects a subset of users. Reproducible with standard test account.,Captured console errors; Verified feature flags,Root cause: Browser-specific rendering. Fixed regression and added test coverage for the workflow.,26.67,0,4.0,payroll;release,0,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-TIRC9ZD7,2025-10-26 16:48,2025-10-27 00:24,Form,Analyst,UserG,Recruiting,Reporting,Production,Critical,Data Issue,Severe,CSV import fails with validation errors for date fields. Only affects a subset of users. Repro steps available on request. Please verify data integrity and mappings.,Sampled failing rows; Re-ran import with dry-run,Root cause: CSV schema mismatch. Removed duplicate keys and reprocessed import batch.,7.6,0,3.0,security;training,0,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-R965R96K,2025-10-27 11:12,2025-10-28 14:45,Slack,Analyst,UserG,Training,Reporting,Production,High,How-to,Moderate,Monthly headcount report doesn't match payroll numbers. Happening since last release. Customer is escalating due to audit deadline. User needs guidance on correct workflow.,Validated ETL job completion; Checked user permissions,Root cause: Wrong filters. Re-ran ETL and confirmed dashboard values are current.,27.57,0,,data-quality;integration,0,How-to/Guidance,Critical,Customer Success,Review KB articles and escalate if needed.
REQ-U6H3KR3K,2025-10-27 12:30,2025-10-29 20:22,Form,Coordinator,UserD,Operations,Reporting,Sandbox,Low,Integration Issue,Moderate,Integration mapping changed; 'locationCode' is now null. Happening since last release. Repro steps available on request. Please verify data integrity and mappings.,Validated IP allowlist; Rotated API token,Root cause: API token expired. Increased retry backoff and corrected field mapping.,55.88,0,,release;ui,0,Data Integrity,Medium,Engineering - Data,Review KB articles and escalate if needed.
REQ-G47RRBEF,2025-10-28 08:40,2025-10-29 00:53,Jira,Coordinator,UserC,Operations,Talent Acquisition,Production,High,Bug,Major,Spike in 5xx errors for onboarding endpoints around 10am. Observed in Production. Repro steps available on request. Reproducible with standard test account.,Validated cache hit rates; Reviewed APM traces,Root cause: Database contention. Applied rate limiting adjustments and scaled service instances. Performed post-incident review and added monitoring alert.,16.22,1,3.0,audit;security,0,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-CNEAS6Y3,2025-10-28 15:38,2025-10-28 19:49,Jira,Manager,UserF,Recruiting,Integrations,Production,Critical,Bug,Minor,Search is extremely slow; UI freezes during loading. Repro steps available on request. Only affects a subset of users. Reproducible with standard test account.,Checked DB slow queries; Validated cache hit rates,Root cause: Large query timeouts. Rolled back offending deployment and monitored error rates. Performed post-incident review and added monitoring alert.,4.2,0,,data-quality;integration,0,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-UBODS1EE,2025-10-29 10:03,2025-10-31 00:28,Slack,Admin,UserB,HR,Time & Attendance,Production,Medium,Data Issue,Severe,Partial import: only 60% of rows loaded; no clear error. Repro steps available on request. Customer is escalating due to audit deadline. Please verify data integrity and mappings.,Validated CSV schema; Re-ran import with dry-run,Root cause: Bad date formats. Removed duplicate keys and reprocessed import batch.,38.43,0,5.0,integration;release,0,Software/Bug,Critical,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-T7YE511M,2025-10-29 10:32,2025-10-30 18:33,Form,Admin,UserE,Training,Core Platform,Production,Medium,Bug,Major,Submit button is disabled even after all required fields are filled. Only affects a subset of users. Customer is escalating due to audit deadline. Reproducible with standard test account.,Verified feature flags; Tried hard refresh,Root cause: Browser-specific rendering. Resolved CSS overflow issue; modal now renders correctly.,32.02,0,4.0,data-quality;ui,1,Software/Bug,Critical,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-P5GJLQM5,2025-10-29 15:14,2025-10-30 01:21,Form,Analyst,UserD,Operations,Core Platform,Sandbox,High,Feature Request,Moderate,Need custom dashboard widget for compliance tracking. Customer is escalating due to audit deadline. Only affects a subset of users. Stakeholder requests roadmap visibility.,Logged request in backlog; Documented user story,Root cause: New dashboard widget. Provided current roadmap guidance and alternative approach.,10.12,1,4.0,audit;reporting,1,Feature Request,Critical,Customer Success,Review KB articles and escalate if needed.
REQ-XK2PTHOW,2025-10-29 17:47,2025-11-01 23:15,Form,Admin,UserD,IT,Onboarding,Production,Medium,How-to,Moderate,Monthly headcount report doesn't match payroll numbers. Repro steps available on request. Observed in Production. User needs guidance on correct workflow.,Checked user permissions; Reproduced report with same filters,Root cause: Time zone mismatch. Re-ran ETL and confirmed dashboard values are current.,77.47,0,,integration;urgent,0,How-to/Guidance,Medium,Customer Success,Review KB articles and escalate if needed.
REQ-V37PQKOJ,2025-10-30 12:50,2025-11-02 20:16,Teams,Manager,UserA,Finance,Time & Attendance,Sandbox,Low,Data Issue,Moderate,Nightly sync created duplicates; IDs appear to be re-used. Department: Finance. Happening since last release. Please verify data integrity and mappings.,Tried UTF-8 re-export; Sampled failing rows,Root cause: Encoding issue. Removed duplicate keys and reprocessed import batch.,79.45,0,,audit;release,0,Data Integrity,Medium,Engineering - Data,Review KB articles and escalate if needed.
REQ-Z3CC5RQN,2025-10-30 13:19,2025-10-31 02:39,Form,Director,UserB,Training,Core Platform,Production,High,How-to,Major,Exported report is missing columns and the totals look off. Customer is escalating due to audit deadline. Department: Training. User needs guidance on correct workflow.,Compared metric definitions; Reproduced report with same filters,Root cause: Stale data cache. Re-ran ETL and confirmed dashboard values are current.,13.34,1,,data-quality;integration,1,How-to/Guidance,Critical,Customer Success,Review KB articles and escalate if needed.
REQ-8T18S1SA,2025-10-30 14:21,2025-10-31 00:54,Form,Coordinator,UserE,IT,Onboarding,Sandbox,High,Data Issue,Severe,Trial ended earlier than expected; need extension through month-end. Customer is escalating due to audit deadline. Happening since last release. Please verify data integrity and mappings.,Reviewed contract SKU list; Verified seat count,Root cause: Seat limit exceeded. Extended trial and confirmed feature access is restored.,10.55,0,,payroll;ui,0,Data Integrity,Critical,Engineering - Data,Review KB articles and escalate if needed.
REQ-INK4FK8W,2025-10-30 16:41,2025-11-02 11:34,Email,Manager,UserG,Training,Onboarding,Production,Low,Bug,Moderate,Validation error message is hidden behind the sidebar. Department: Training. Repro steps available on request. Reproducible with standard test account.,Verified feature flags; Captured console errors,Root cause: Broken validation. Fixed regression and added test coverage for the workflow.,66.9,0,3.0,release;training,0,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-BZ8UUG95,2025-10-31 12:34,2025-11-02 08:49,Email,Manager,UserE,Recruiting,Reporting,UAT,Medium,Bug,Severe,Submit button is disabled even after all required fields are filled. Only affects a subset of users. Repro steps available on request. Reproducible with standard test account.,Verified feature flags; Captured console errors,Root cause: Regression after release. Patched front-end validation logic and deployed hotfix.,44.25,0,,integration;reporting,0,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-SY5YPUPL,2025-10-31 16:17,2025-11-02 08:03,Jira,Admin,UserF,HR,Time & Attendance,Production,Medium,Integration Issue,Moderate,IP allowlist update needed; requests blocked from new vendor range. Happening since last release. Repro steps available on request. Please verify data integrity and mappings.,Checked rate limit headers; Rotated API token,Root cause: Webhook retries failing. Increased retry backoff and corrected field mapping.,39.77,0,,payroll;release,0,Data Integrity,Medium,Engineering - Data,Review KB articles and escalate if needed.
REQ-FTDRLUXM,2025-11-01 08:02,2025-11-03 10:34,Form,Director,UserC,HR,Reporting,Sandbox,Low,Bug,Moderate,Modal dialog overlaps footer on Chrome 121; can't click 'Save'. Observed in Sandbox. Happening since last release. Reproducible with standard test account.,Captured console errors; Tested in Chrome/Edge,Root cause: Misaligned modal. Patched front-end validation logic and deployed hotfix.,50.54,0,5.0,audit;reporting,0,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-TERKMBY9,2025-11-01 14:49,2025-11-01 19:31,Email,Coordinator,UserC,IT,Talent Acquisition,Sandbox,Critical,How-to,Severe,Exported report is missing columns and the totals look off. Department: IT. Happening since last release. User needs guidance on correct workflow.,Compared metric definitions; Validated ETL job completion,Root cause: Metric definition confusion. Re-ran ETL and confirmed dashboard values are current.,4.71,0,5.0,audit;release,0,How-to/Guidance,Medium,Customer Success,Review KB articles and escalate if needed.
REQ-CQK4LTAH,2025-11-01 14:58,2025-11-09 05:58,Teams,Manager,UserG,Finance,Onboarding,Production,Low,Feature Request,Minor,Requesting a bulk status update for onboarding tasks. Repro steps available on request. Observed in Production. Stakeholder requests roadmap visibility.,Documented user story; Identified workaround,"Root cause: Need bulk action. Documented request, proposed interim workaround, and scheduled discovery session.",183.01,0,,audit;ui,0,Feature Request,Medium,Customer Success,Review KB articles and escalate if needed.
REQ-PAHKZ2U2,2025-11-01 16:11,2025-11-01 21:17,Slack,Analyst,UserF,Training,Onboarding,Production,Critical,Data Issue,Moderate,Feature is grayed out but contract includes it; entitlement mismatch. Only affects a subset of users. Department: Training. Please verify data integrity and mappings.,Reviewed contract SKU list; Checked subscription in admin console,Root cause: Trial expired. Processed invoice correction request and notified billing.,5.11,0,4.0,reporting;urgent,1,Data Integrity,Medium,Engineering - Data,Review KB articles and escalate if needed.
REQ-C56T4UFE,2025-11-02 08:05,2025-11-02 23:16,Jira,Admin,UserE,IT,Reporting,Production,Medium,How-to,Major,Monthly headcount report doesn't match payroll numbers. Happening since last release. Observed in Production. User needs guidance on correct workflow.,Compared metric definitions; Checked user permissions,Root cause: Stale data cache. Clarified metric definition and updated report filters.,15.2,0,4.0,security;ui,1,How-to/Guidance,Medium,Customer Success,Review KB articles and escalate if needed.
REQ-RWZC4XL9,2025-11-02 13:17,2025-11-03 13:25,Slack,Analyst,UserA,HR,Core Platform,Production,High,Access Request,Severe,"After password reset, account is locked and cannot be unlocked. Repro steps available on request. Only affects a subset of users.",Reviewed role mappings; Validated SCIM provisioning logs,Root cause: Expired SAML cert. Adjusted MFA policy alignment and validated successful login. Performed post-incident review and added monitoring alert.,24.14,0,5.0,reporting;security,0,Access Issue,Medium,IT Support,Reset MFA and verify IdP logs.
REQ-OBYGHGK5,2025-11-03 09:01,2025-11-06 01:16,Email,Analyst,UserB,Finance,Talent Acquisition,Production,Medium,How-to,Minor,Filter 'Department' returns blanks for several records. Only affects a subset of users. Happening since last release. User needs guidance on correct workflow.,Checked user permissions; Reproduced report with same filters,Root cause: Wrong filters. Granted missing permissions and refreshed cached aggregates.,64.25,0,,reporting;security,0,How-to/Guidance,Medium,Customer Success,Review KB articles and escalate if needed.
REQ-MMB5JFYS,2025-11-03 13:43,2025-11-05 11:45,Email,Analyst,UserE,Finance,Core Platform,Production,Medium,Data Issue,Major,CSV import fails with validation errors for date fields. Happening since last release. Observed in Production. Please verify data integrity and mappings.,Re-ran import with dry-run; Validated CSV schema,Root cause: Partial import due to validation. Normalized date formats and re-imported using updated template.,46.04,0,3.0,data-quality;urgent,0,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-FQE6RP9U,2025-11-03 16:20,2025-11-08 03:55,Jira,Analyst,UserB,IT,Talent Acquisition,Production,Medium,Data Issue,Minor,Partial import: only 60% of rows loaded; no clear error. Only affects a subset of users. Repro steps available on request. Please verify data integrity and mappings.,Re-ran import with dry-run; Validated CSV schema,Root cause: Encoding issue. Normalized date formats and re-imported using updated template.,107.6,0,3.0,audit;release,1,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-7ZKUT6OM,2025-11-03 17:30,2025-11-04 22:40,Jira,Admin,UserC,Operations,Core Platform,Production,Medium,Feature Request,Minor,Would like an approval step before publishing postings. Only affects a subset of users. Observed in Production. Stakeholder requests roadmap visibility.,Identified workaround; Logged request in backlog,Root cause: New export format. Provided current roadmap guidance and alternative approach.,29.17,0,4.0,data-quality;integration,0,Feature Request,Medium,Customer Success,Review KB articles and escalate if needed.
REQ-RLKTE426,2025-11-05 13:29,2025-11-06 08:52,Email,Director,UserD,HR,Integrations,Sandbox,Medium,Data Issue,Minor,CSV import fails with validation errors for date fields. Customer is escalating due to audit deadline. Happening since last release. Please verify data integrity and mappings.,Re-ran import with dry-run; Sampled failing rows,Root cause: Duplicate keys. Normalized date formats and re-imported using updated template.,19.4,0,,security;urgent,0,Software/Bug,Critical,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-2P9E6GBP,2025-11-05 13:41,2025-11-05 20:42,Email,Analyst,UserA,Finance,Talent Acquisition,Production,Critical,Access Request,Severe,New hires are not being provisioned automatically; access denied. Happening since last release. Customer is escalating due to audit deadline.,Reset MFA for affected user; Checked IdP metadata,Root cause: IdP attribute missing. Fixed role mapping and re-provisioned affected users. Performed post-incident review and added monitoring alert.,7.02,0,3.0,reporting;security,1,Feature Request,Critical,Customer Success,Review KB articles and escalate if needed.
REQ-4J3DAB42,2025-11-05 13:52,2025-11-06 00:24,Jira,Admin,UserE,HR,Talent Acquisition,Production,High,Access Request,Severe,Users can't log in via SSO; seeing 'Invalid audience' error. Only affects a subset of users. Observed in Production.,Validated SCIM provisioning logs; Reset MFA for affected user,Root cause: Role mapping error. Updated SAML configuration and re-imported IdP metadata. Performed post-incident review and added monitoring alert.,10.54,0,4.0,integration;ui,1,Access Issue,Medium,IT Support,Reset MFA and verify IdP logs.
REQ-R7VGRF1H,2025-11-05 14:44,2025-11-06 02:15,Teams,Analyst,UserC,Operations,Integrations,UAT,Critical,How-to,Moderate,Exported report is missing columns and the totals look off. Happening since last release. Observed in UAT. User needs guidance on correct workflow.,Reproduced report with same filters; Compared metric definitions,Root cause: Metric definition confusion. Granted missing permissions and refreshed cached aggregates.,11.52,0,,release;training,0,How-to/Guidance,Medium,Customer Success,Review KB articles and escalate if needed.
